ID,Node,Action,ActionData,Description,Parent,Parameters,Image,SelectedImage,FormatID,DetailCommand,KeyType,Inactive,ForwardParam,PrintType,PrintWidth,GroupBy,SubTotals,SubTotalLabel,NoSubTotals,ColumnWidth,Header,Footer,TopLineBreak,BottomLineBreak,PageLength,TopMargin,BottomMargin,"Insert Into  ReportData(ID,Node,Action,ActionData,Description,Parent,Parameters,Image,SelectedImage,FormatID,DetailCommand,KeyType,Inactive,ForwardParam,PrintType,PrintWidth,GroupBy,SubTotals,SubTotalLabel,NoSubTotals,ColumnWidth,Header,Footer,TopLineBreak,BottomLineBreak,PageLength,TopMargin,BottomMargin)"
577,Daily Salesman Details,2,Spr_Sales_DailySales_Det,,576,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 577,'Daily Salesman Details',2,'Spr_Sales_DailySales_Det','',576,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
578,Distributor Reach Report,1,Spr_Distributor_Abstract,Click to View Distributor Reach Report,585,135,1,2,0,579,200,1,2,2,130,0,,,0,,,,0,0,0,0,0,"SELECT 578,'Distributor Reach Report',1,'Spr_Distributor_Abstract','Click to View Distributor Reach Report',585,135,1,2,0,579,200,1,2,2,130,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
579,Distributor Reach Report Detail,2,Spr_Distributor_Detail,,578,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 579,'Distributor Reach Report Detail',2,'Spr_Distributor_Detail','',578,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
580,KPI Summary Report,1,spr_KPISummary_Report,,585,181,1,2,0,581,200,1,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 580,'KPI Summary Report',1,'spr_KPISummary_Report','',585,181,1,2,0,581,200,1,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
581,KPI Summary Report Detail,2,Spr_KPISummary_Report_Detail,,580,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 581,'KPI Summary Report Detail',2,'Spr_KPISummary_Report_Detail','',580,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
582,Schemewise Performance,1,spr_SchemePerformance,Click to view Schemewise Performance Report,862,182,1,2,0,583,200,0,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 582,'Schemewise Performance',1,'spr_SchemePerformance','Click to view Schemewise Performance Report',862,182,1,2,0,583,200,0,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
583,Schemewise Performance Detail,2,spr_SchemePerformance_Detail,,582,0,1,2,0,0,3,1,0,0,136,1,3; 4; 5; 6; 7,SubTotal:;GrandTotal:,0,,,,0,0,0,0,0,"SELECT 583,'Schemewise Performance Detail',2,'spr_SchemePerformance_Detail','',582,0,1,2,0,0,3,1,0,0,136,1,'3; 4; 5; 6; 7','SubTotal:;GrandTotal:',0,'','','',0,0,0,0,0 UNION ALL"
584,Sales Position Report,1,spr_SalesPositionReport,Click to view Sales Position Report,630,231,1,2,0,0,3,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 584,'Sales Position Report',1,'spr_SalesPositionReport','Click to view Sales Position Report',630,231,1,2,0,0,3,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
585,KPI Reports,1,,Click To View KPI Reports,2,0,1,2,0,0,200,1,1,1,130,0,,,0,,,,0,0,0,0,0,"SELECT 585,'KPI Reports',1,'','Click To View KPI Reports',2,0,1,2,0,0,200,1,1,1,130,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
586,Customer Status Report,1,Spr_CustomerStatus_Abstract,Click To View Customer Status Report,585,142,1,2,0,587,3,1,1,1,130,0,,,0,,,,0,0,0,0,0,"SELECT 586,'Customer Status Report',1,'Spr_CustomerStatus_Abstract','Click To View Customer Status Report',585,142,1,2,0,587,3,1,1,1,130,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
587,Customer Status Report Detail,2,Spr_CustomerStatus_Detail,,586,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 587,'Customer Status Report Detail',2,'Spr_CustomerStatus_Detail','',586,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
589,Customer Type Wise Sales,1,spr_Channel_Wise_Sales,Click to view Customer Type Wise Sales,864,185,1,2,0,0,200,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 589,'Customer Type Wise Sales',1,'spr_Channel_Wise_Sales','Click to view Customer Type Wise Sales',864,185,1,2,0,0,200,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
590,Categorywise SKUwise DSwise Beatwise Non Productive Outlets,1,spr_CategorywiseSKUwiseDSwiseBeatwiseNonProductiveOutlets,Click to view inventory reports,868,186,1,2,0,591,200,0,5,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 590,'Categorywise SKUwise DSwise Beatwise Non Productive Outlets',1,'spr_CategorywiseSKUwiseDSwiseBeatwiseNonProductiveOutlets','Click to view inventory reports',868,186,1,2,0,591,200,0,5,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
591,Categorywise SKUwise DSwise Beatwise Non Productive Outlets Detail,2,spr_CategorywiseSKUwiseDSwiseBeatwiseNonProductiveOutlets_Detail,,590,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 591,'Categorywise SKUwise DSwise Beatwise Non Productive Outlets Detail',2,'spr_CategorywiseSKUwiseDSwiseBeatwiseNonProductiveOutlets_Detail','',590,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
592,Daily Sales Report,1,Spr_Sales_DailySales_Abs_Upload,,585,181,1,2,0,593,200,1,1,1,130,0,,,0,,,,0,0,0,0,0,"SELECT 592,'Daily Sales Report',1,'Spr_Sales_DailySales_Abs_Upload','',585,181,1,2,0,593,200,1,1,1,130,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
593,Daily Sales Details,2,Spr_Sales_DailySales_Det_Upload,,592,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 593,'Daily Sales Details',2,'Spr_Sales_DailySales_Det_Upload','',592,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
594,Schemewise Sales,1,spr_list_SchemewiseSales_Abstract,Click to view Sales Schemewise reports,862,187,1,2,0,595,200,0,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 594,'Schemewise Sales',1,'spr_list_SchemewiseSales_Abstract','Click to view Sales Schemewise reports',862,187,1,2,0,595,200,0,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
595,Schemewise Sales,2,spr_list_SchemewiseSales_Detail,,594,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 595,'Schemewise Sales',2,'spr_list_SchemewiseSales_Detail','',594,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
596,Cover Days Report,1,spr_CoverDaysReport,Click to view Pipeline Stock Report,863,188,1,2,0,0,200,0,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 596,'Cover Days Report',1,'spr_CoverDaysReport','Click to view Pipeline Stock Report',863,188,1,2,0,0,200,0,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
597,DSwise Beatwise Average Invoice Value,1,spr_DSwiseBeatwiseAverageInvoiceValue,Click to view inventory reports,867,189,1,2,0,598,200,0,4,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 597,'DSwise Beatwise Average Invoice Value',1,'spr_DSwiseBeatwiseAverageInvoiceValue','Click to view inventory reports',867,189,1,2,0,598,200,0,4,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
598,DSwise Beatwise Average Invoice Value Detail,2,spr_DSwiseBeatwiseAverageInvoiceValue_Detail,,597,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 598,'DSwise Beatwise Average Invoice Value Detail',2,'spr_DSwiseBeatwiseAverageInvoiceValue_Detail','',597,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
599,No. of Bills for a Customer,1,Spr_NoofBillsforacustomer_Abstract,Click to view the No. of Bills for a Customer,868,190,1,2,0,600,200,0,4,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 599,'No. of Bills for a Customer',1,'Spr_NoofBillsforacustomer_Abstract','Click to view the No. of Bills for a Customer',868,190,1,2,0,600,200,0,4,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
600,No. of Bills for a Customer,2,Spr_NoofBillsforacustomer_Detail,Click to view the No. of Bills for a Customer,599,0,1,2,0,0,200,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 600,'No. of Bills for a Customer',2,'Spr_NoofBillsforacustomer_Detail','Click to view the No. of Bills for a Customer',599,0,1,2,0,0,200,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
601,DSWise BeatWise Outstanding,1,spr_DSwiseBeatwiseOutstanding,Click to view DSWise BeatWise Outstanding,867,191,1,2,0,604,200,0,0,0,136,1,6,SubTotal:;GrandTotal:,0,,,,0,0,0,0,0,"SELECT 601,'DSWise BeatWise Outstanding',1,'spr_DSwiseBeatwiseOutstanding','Click to view DSWise BeatWise Outstanding',867,191,1,2,0,604,200,0,0,0,136,1,'6','SubTotal:;GrandTotal:',0,'','','',0,0,0,0,0 UNION ALL"
602,DSWise BeatWise ItemWise Productivity,1,spr_DSwiseBeatwiseItemwiseProductivity,Click to view DSWiseBeatWiseItemWise Productivity,867,192,1,2,0,603,200,0,4,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 602,'DSWise BeatWise ItemWise Productivity',1,'spr_DSwiseBeatwiseItemwiseProductivity','Click to view DSWiseBeatWiseItemWise Productivity',867,192,1,2,0,603,200,0,4,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
603,DSwiseBeatwiseItemwiseProductivitydetail,2,spr_DSwiseBeatwiseItemwiseProductivity_detail,,602,0,1,2,0,0,200,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 603,'DSwiseBeatwiseItemwiseProductivitydetail',2,'spr_DSwiseBeatwiseItemwiseProductivity_detail','',602,0,1,2,0,0,200,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
604,DSWise BeatWise Outstanding detail,2,spr_DSwiseBeatwiseOutstanding_detail,,601,0,1,2,0,0,200,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 604,'DSWise BeatWise Outstanding detail',2,'spr_DSwiseBeatwiseOutstanding_detail','',601,0,1,2,0,0,200,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
605,DSWise BeatWise CategoryWise Productivity,1,spr_DSwiseBeatwiseCategoryWiseProductivity,Click to view DS BeatCategoryWiseProductivity,867,193,1,2,0,606,200,0,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 605,'DSWise BeatWise CategoryWise Productivity',1,'spr_DSwiseBeatwiseCategoryWiseProductivity','Click to view DS BeatCategoryWiseProductivity',867,193,1,2,0,606,200,0,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
606,DSWise BeatWise CategoryWise Productivity detail,2,spr_DSwiseBeatwiseCategoryWiseProductivity_detail,,605,0,1,2,0,0,200,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 606,'DSWise BeatWise CategoryWise Productivity detail',2,'spr_DSwiseBeatwiseCategoryWiseProductivity_detail','',605,0,1,2,0,0,200,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
607,New Product Launch Tracker Report,1,Spr_NewProductLaunchTrackerReport_Abstract,Click to view New Product Launch Tracker,868,194,1,2,0,608,200,0,7,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 607,'New Product Launch Tracker Report',1,'Spr_NewProductLaunchTrackerReport_Abstract','Click to view New Product Launch Tracker',868,194,1,2,0,608,200,0,7,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
608,New Product Launch Report,2,Spr_NewProductLaunchTrackerReport_Detail,Click to view New Product Launch Tracker,607,0,1,2,0,0,200,1,0,0,136,1,5;6;8;9;10,SubTotal:;GrandTotal:,1,,,,0,0,0,0,0,"SELECT 608,'New Product Launch Report',2,'Spr_NewProductLaunchTrackerReport_Detail','Click to view New Product Launch Tracker',607,0,1,2,0,0,200,1,0,0,136,1,'5;6;8;9;10','SubTotal:;GrandTotal:',1,'','','',0,0,0,0,0 UNION ALL"
609,Customerwise Scheme Sales,1,spr_list_CustomerwiseScheme_Sales_Abstract_GSK,Click to view CustomerwiseScheme Sales,436,195,1,2,0,610,200,0,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 609,'Customerwise Scheme Sales',1,'spr_list_CustomerwiseScheme_Sales_Abstract_GSK','Click to view CustomerwiseScheme Sales',436,195,1,2,0,610,200,0,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
610,Customerwise Scheme Sales,1,spr_list_CustomerwiseScheme_Sales_Detail_GSK,Click to view CustomerwiseScheme Sales,609,0,1,2,0,0,200,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 610,'Customerwise Scheme Sales',1,'spr_list_CustomerwiseScheme_Sales_Detail_GSK','Click to view CustomerwiseScheme Sales',609,0,1,2,0,0,200,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
611,SKU Ledger,1,Spr_list_SKULedger_Abstract_ITC,Click to view SKU Ledger,2,196,1,2,0,612,200,0,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 611,'SKU Ledger',1,'Spr_list_SKULedger_Abstract_ITC','Click to view SKU Ledger',2,196,1,2,0,612,200,0,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
612,SKU Ledger,2,Spr_list_SKULedger_Detail_ITC,,611,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 612,'SKU Ledger',2,'Spr_list_SKULedger_Detail_ITC','',611,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
613,Customerwise Itemwise Salesanalysis,1,spr_CustomerwiseItemwiseSalesanalysis,Click to view Customerwise Itemwise Reports,864,197,1,2,0,614,200,0,5,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 613,'Customerwise Itemwise Salesanalysis',1,'spr_CustomerwiseItemwiseSalesanalysis','Click to view Customerwise Itemwise Reports',864,197,1,2,0,614,200,0,5,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
614,Customerwise Itemwise Salesanalysis Detail,2,spr_CustomerwiseItemwiseSalesanalysis_detail,,613,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 614,'Customerwise Itemwise Salesanalysis Detail',2,'spr_CustomerwiseItemwiseSalesanalysis_detail','',613,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
615,Closing PipeLine,1,spr_CPLAbstract,Click to view Closing PipeLine Report,630,232,1,2,0,619,3,0,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 615,'Closing PipeLine',1,'spr_CPLAbstract','Click to view Closing PipeLine Report',630,232,1,2,0,619,3,0,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
616,Customerwise Monthwise Sales Summary,1,spr_list_CustomerWise_Monthwise_Sales_GSK_ITC,Click to view CustomerWise Monthwise Sales Summary,436,199,1,2,0,0,200,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 616,'Customerwise Monthwise Sales Summary',1,'spr_list_CustomerWise_Monthwise_Sales_GSK_ITC','Click to view CustomerWise Monthwise Sales Summary',436,199,1,2,0,0,200,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
617,Sales Vat Summary,1,spr_list_Sales_Vat_Report_Abstract_ITC,Click to view Vat Report,2,287,1,2,0,618,200,0,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 617,'Sales Vat Summary',1,'spr_list_Sales_Vat_Report_Abstract_ITC','Click to view Vat Report',2,287,1,2,0,618,200,0,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
618,Sales Vat Summary,2,spr_list_Sales_Vat_Report_Detail_ITC,,617,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 618,'Sales Vat Summary',2,'spr_list_Sales_Vat_Report_Detail_ITC','',617,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
619,Closing PipeLine,1,spr_ClosingPipeLine,Closing PipeLine Detail Report,615,0,1,2,0,0,3,1,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 619,'Closing PipeLine',1,'spr_ClosingPipeLine','Closing PipeLine Detail Report',615,0,1,2,0,0,3,1,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
628,Stock Movement - Category,1,spr_stockmovement_category,Click to view Stock Movement - Category Report,863,212,1,2,0,629,200,0,1,0,136,0,,,0,1.44E+138,,,0,0,58,3,3,"SELECT 628,'Stock Movement - Category',1,'spr_stockmovement_category','Click to view Stock Movement - Category Report',863,212,1,2,0,629,200,0,1,0,136,0,'','',0,'1.44E+138','','',0,0,58,3,3 UNION ALL"
629,Stock Movement - Category Detail,2,spr_stockmovement_category_detail,,628,0,1,2,0,0,0,1,0,0,136,0,,,0,1.44E+163,,,0,0,0,0,0,"SELECT 629,'Stock Movement - Category Detail',2,'spr_stockmovement_category_detail','',628,0,1,2,0,0,0,1,0,0,136,0,'','',0,'1.44E+163','','',0,0,0,0,0 UNION ALL"
630,ITC Upload Reports,0,,Click to view ITC upload reports,0,0,1,2,0,0,3,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 630,'ITC Upload Reports',0,'','Click to view ITC upload reports',0,0,1,2,0,0,3,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
660,Collections - Invoicewise - Daily,1,spr_list_Invoicewise_Collections_Cons,,304,175,1,2,0,661,200,0,1,1,85,1,,,0,,,,0,0,86,0,0,"SELECT 660,'Collections - Invoicewise - Daily',1,'spr_list_Invoicewise_Collections_Cons','',304,175,1,2,0,661,200,0,1,1,85,1,'','',0,'','','',0,0,86,0,0 UNION ALL"
661,Collections - Invoicewise - Daily - Detail,2,spr_list_Invoicewise_Collection_Detail_Cons,,660,0,1,2,0,0,200,1,0,1,85,0,,,0,,,,0,0,86,0,0,"SELECT 661,'Collections - Invoicewise - Daily - Detail',2,'spr_list_Invoicewise_Collection_Detail_Cons','',660,0,1,2,0,0,200,1,0,1,85,0,'','',0,'','','',0,0,86,0,0 UNION ALL"
662,Auto Reports Upload - Chevron,0,,,0,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 662,'Auto Reports Upload - Chevron',0,'','',0,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
663,Invoices,1,spr_list_invoices_MUOM_ARU_Chevron,,662,127,1,2,0,664,3,1,4,0,170,0,,,0,,,,0,0,0,0,0,"SELECT 663,'Invoices',1,'spr_list_invoices_MUOM_ARU_Chevron','',662,127,1,2,0,664,3,1,4,0,170,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
664,Invoices Detail,2,spr_list_items_in_invoice_MUOM_ARU_Chevron,,663,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 664,'Invoices Detail',2,'spr_list_items_in_invoice_MUOM_ARU_Chevron','',663,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
665,Closing Stock,1,spr_list_Closing_Stock_ARU_Chevron,,662,80,1,2,0,0,200,1,1,1,85,0,,,0,,,,0,0,0,0,0,"SELECT 665,'Closing Stock',1,'spr_list_Closing_Stock_ARU_Chevron','',662,80,1,2,0,0,200,1,1,1,85,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
666,Outstanding - Total,1,sp_acc_rpt_total_outstanding_ARU_Chevron,,662,1,1,2,0,667,3,1,1,1,85,0,,,0,,,,0,0,0,0,0,"SELECT 666,'Outstanding - Total',1,'sp_acc_rpt_total_outstanding_ARU_Chevron','',662,1,1,2,0,667,3,1,1,1,85,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
667,Outstanding - Total Detail,2,spr_total_outstanding_allCustomers_ARU_Chevron,,666,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 667,'Outstanding - Total Detail',2,'spr_total_outstanding_allCustomers_ARU_Chevron','',666,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
668,New Customers,1,spr_list_customers_ex_ARU_Chevron,,662,1,1,2,0,669,3,1,1,4,140,0,,,0,,,,0,0,0,0,0,"SELECT 668,'New Customers',1,'spr_list_customers_ex_ARU_Chevron','',662,1,1,2,0,669,3,1,1,4,140,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
669,New Customers Detail,2,spr_list_customers_detail_ex_ARU_Chevron,,668,0,1,2,0,0,0,1,0,0,140,0,,,0,,,,0,0,0,0,0,"SELECT 669,'New Customers Detail',2,'spr_list_customers_detail_ex_ARU_Chevron','',668,0,1,2,0,0,0,1,0,0,140,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
670,Credit Notes,1,sp_acc_list_CreditNote_ARU_Chevron,,662,1,1,2,0,0,0,1,0,0,115,0,,,0,,,,0,0,0,0,0,"SELECT 670,'Credit Notes',1,'sp_acc_list_CreditNote_ARU_Chevron','',662,1,1,2,0,0,0,1,0,0,115,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
671,Sales Return Invoice,1,spr_list_SalesReturnInvoices_MUOM_ARU_Chevron,,662,117,1,2,0,672,3,1,3,0,160,0,,,0,,,,0,0,0,0,0,"SELECT 671,'Sales Return Invoice',1,'spr_list_SalesReturnInvoices_MUOM_ARU_Chevron','',662,117,1,2,0,672,3,1,3,0,160,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
672,Sales Return Invoice Detail,2,spr_list_items_in_invoice_MUOM_ARU_Chevron,,671,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 672,'Sales Return Invoice Detail',2,'spr_list_items_in_invoice_MUOM_ARU_Chevron','',671,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
673,Purchase Bills,1,spr_list_bills_ARU_Chevron,,662,2,1,2,0,674,3,1,0,0,166,0,,,0,,,,0,0,0,0,0,"SELECT 673,'Purchase Bills',1,'spr_list_bills_ARU_Chevron','',662,2,1,2,0,674,3,1,0,0,166,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
674,Purchase Bills - Detail,2,spr_list_bill_items_ARU_Chevron,,673,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 674,'Purchase Bills - Detail',2,'spr_list_bill_items_ARU_Chevron','',673,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
675,Stock Transfer - In,1,spr_list_TransferIn_ARU_Chevron,,662,175,1,2,0,676,3,1,0,4,180,0,,,0,,,,0,0,0,0,0,"SELECT 675,'Stock Transfer - In',1,'spr_list_TransferIn_ARU_Chevron','',662,175,1,2,0,676,3,1,0,4,180,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
676,Stock Transfer - In Detail,2,spr_list_TransferIn_Detail_ARU_Chevron,,675,0,1,2,0,0,0,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 676,'Stock Transfer - In Detail',2,'spr_list_TransferIn_Detail_ARU_Chevron','',675,0,1,2,0,0,0,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
677,Stock Transfer - Out,1,spr_list_TransferOut_ARU_Chevron,,662,175,1,2,0,678,3,1,0,4,160,0,,,0,,,,0,0,0,0,0,"SELECT 677,'Stock Transfer - Out',1,'spr_list_TransferOut_ARU_Chevron','',662,175,1,2,0,678,3,1,0,4,160,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
678,Stock Transfer - Out Detail,2,spr_list_TransferOut_Detail_ARU_Chevron,,677,0,1,2,0,0,0,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 678,'Stock Transfer - Out Detail',2,'spr_list_TransferOut_Detail_ARU_Chevron','',677,0,1,2,0,0,0,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
679,Stock Movement - Item,1,spr_list_stockmovement_report_saleable_ARU_Chevron,,662,111,1,2,0,0,3,1,0,0,315,0,,,0,,,,0,0,0,0,0,"SELECT 679,'Stock Movement - Item',1,'spr_list_stockmovement_report_saleable_ARU_Chevron','',662,111,1,2,0,0,3,1,0,0,315,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
680,Stock Ageing Summary,1,spr_get_StockAgeingSummary_ARU_Chevron,,662,81,1,2,0,0,3,1,0,0,100,0,,,0,,,,0,0,0,0,0,"SELECT 680,'Stock Ageing Summary',1,'spr_get_StockAgeingSummary_ARU_Chevron','',662,81,1,2,0,0,3,1,0,0,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
681,Daily Sales Report,1,Spr_Sales_DailySales_Abs_Upload_ARU_Chevron,,662,181,1,2,0,682,200,1,1,1,130,0,,,0,,,,0,0,0,0,0,"SELECT 681,'Daily Sales Report',1,'Spr_Sales_DailySales_Abs_Upload_ARU_Chevron','',662,181,1,2,0,682,200,1,1,1,130,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
682,Daily Sales Details,2,Spr_Sales_DailySales_Det_Upload_ARU_Chevron,,681,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 682,'Daily Sales Details',2,'Spr_Sales_DailySales_Det_Upload_ARU_Chevron','',681,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
683,Distributor Reach Report,1,Spr_Distributor_Abstract_ARU_Chevron,,662,135,1,2,0,684,200,1,2,2,130,0,,,0,,,,0,0,0,0,0,"SELECT 683,'Distributor Reach Report',1,'Spr_Distributor_Abstract_ARU_Chevron','',662,135,1,2,0,684,200,1,2,2,130,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
684,Distributor Reach Report Detail,2,Spr_Distributor_Detail_ARU_Chevron,,683,0,1,2,0,0,0,1,0,0,36,0,,,0,,,,0,0,0,0,0,"SELECT 684,'Distributor Reach Report Detail',2,'Spr_Distributor_Detail_ARU_Chevron','',683,0,1,2,0,0,0,1,0,0,36,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
685,Collections - Invoicewise,1,spr_list_Invoicewise_Collections_ARU_Chevron,,662,1,1,2,0,686,3,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 685,'Collections - Invoicewise',1,'spr_list_Invoicewise_Collections_ARU_Chevron','',662,1,1,2,0,686,3,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
686,Collection - Invoicewise Detail,2,spr_list_Invoicewise_Collection_Detail_ARU_Chevron,,685,0,1,2,0,0,0,1,0,0,234,0,,,0,,,,0,0,0,0,0,"SELECT 686,'Collection - Invoicewise Detail',2,'spr_list_Invoicewise_Collection_Detail_ARU_Chevron','',685,0,1,2,0,0,0,1,0,0,234,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
